PARTICIPANT_ID,PSEUDO_PARTICIPANT_ID,PRODUCT,SURVEY_ID,SURVEY_TS,RESPONSE_TS,SURVEY_DT,RESPONSE_DT,SURVEY_CD,SOURCE_SURVEY_TYPE_CD,CC_SURVEY_TYPE_TXT,SOURCE_DISPATCH_ID,SURVEY_START_TS,SURVEY_END_TS,COMPLTN_TYPE_NR,INTERACTION_ID,OVERALL_ADVISOR_SAT,QUEUE_TIME_SAT,SAT_FACTOR,SURVEY_RESPONSE_CHANNEL,SENTIMENT_VAL,SENTIMENT_PROBABILITY_NR,TOPIC_1_NAME,TOPIC_1_SIMILARITY_SCORE,TOPIC_2_NAME,TOPIC_2_SIMILARITY_SCORE,TOPIC_3_NAME,TOPIC_3_SIMILARITY_SCORE,TOPIC_4_NAME,TOPIC_4_SIMILARITY_SCORE,TOPIC_5_NAME,TOPIC_5_SIMILARITY_SCORE
638373312165330558,10000501266,"MacBook Air (13-inch, Early 2015)",9220419201901823,2024-08-22T22:36:11.283Z,2024-08-22T23:33:01Z,2024-08-22,2024-08-22,,,,,2024-08-22T23:28:28Z,2024-08-22T23:33:01Z,1,,5,,,WEB,-1,0.0075,Apple Account and ID Issues,0.7212,Phone and Device Authentication,0.6117,iPhone Service Issues,0.5056,Faulty AirPods and Replacements,0.4870,Positive Feedback on Products,0.4546
638373312165337290,10000206667,TV & Video,9220419201901823,2024-08-22T22:56:00.727Z,2024-08-22T23:12:57Z,2024-08-22,2024-08-22,,,,,2024-08-22T23:11:40Z,2024-08-22T23:12:57Z,1,,1,,,WEB,0,0.9138,Call Resolution and Technical Support,0.5287,iPhone Service Issues,0.4263,Refund and Payment Issues,0.3207,Courteous and Professional Advisors,0.2937,Delays and Wait Times,0.2837
638373312165309528,10000453853,"iMac (24-inch, 2023, Two ports)",9220419201901823,2024-08-22T21:49:40.276Z,2024-08-22T22:40:03Z,2024-08-22,2024-08-22,,,,,2024-08-22T22:37:25Z,2024-08-22T22:40:03Z,1,,1,,,WEB,1,0.9621,Thank You Messages,0.7036,Negative Feedback,0.6315,Great Customer Experience,0.3755,iPhone Service Issues,0.3510,iPhone Service Issues,0.3108
638373312164485417,10000057053,Apple ID,9220419201901823,2024-08-21T09:40:12.11Z,2024-08-23T00:27:26Z,2024-08-21,2024-08-23,,,,,2024-08-23T00:21:58Z,2024-08-23T00:27:26Z,1,,5,,,WEB,-1,0.0026,Phone and Device Authentication,0.5143,Call Resolution and Technical Support,0.4172,iPhone Service Issues,0.3890,Message and Email Notifications,0.3486,Apple Account and ID Issues,0.3006
638373312165284612,10000592040,"Watch SE (2nd gen, GPS) Alum 44MM",9220419201901823,2024-08-22T20:10:18.502Z,2024-08-23T00:45:21Z,2024-08-22,2024-08-23,,,,,2024-08-23T00:41:14Z,2024-08-23T00:45:21Z,1,,1,,,WEB,0,0.8329,Courteous and Professional Advisors,0.5454,iPhone Service Issues,0.4448,Thank You Messages,0.4198,Great Customer Experience,0.3414,Call Resolution and Technical Support,0.3234
638373312165340076,10000847945,iPhone 15 Plus,9220419201901823,2024-08-22T23:06:07.159Z,2024-08-22T23:09:57Z,2024-08-22,2024-08-22,,,,,2024-08-22T23:07:10Z,2024-08-22T23:09:57Z,1,,1,,,WEB,1,0.1258,Delays and Wait Times,0.5944,iPhone Service Issues,0.4813,iPhone Service Issues,0.4710,Refund and Payment Issues,0.4188,Message and Email Notifications,0.3879
638373312165326760,10000000032,AirPods Pro (2nd generation),9220419201901823,2024-08-22T22:24:45.925Z,2024-08-22T22:27:21Z,2024-08-22,2024-08-22,,,,,2024-08-22T22:25:06Z,2024-08-22T22:27:21Z,1,,1,,,WEB,-1,0.0595,Faulty AirPods and Replacements,0.6980,Call Resolution and Technical Support,0.4978,iPhone Service Issues,0.4616,Refund and Payment Issues,0.4307,Phone and Device Authentication,0.3560
638373312165341539,10000937208,iPad Pro 11-inch (2nd Gen) Wi-Fi,9220419201901823,2024-08-22T23:12:01.622Z,2024-08-22T23:24:02Z,2024-08-22,2024-08-22,,,,,2024-08-22T23:23:01Z,2024-08-22T23:24:02Z,1,,1,,,WEB,1,0.3166,Thank You Messages,0.5618,iPhone Service Issues,0.5318,Call Resolution and Technical Support,0.5008,Courteous and Professional Advisors,0.4808,Message and Email Notifications,0.3537
638373312165318185,10000619367,"MacBook Air (15-inch, M2, 2023)",9220419201901823,2024-08-22T22:05:17.715Z,2024-08-22T22:07:45Z,2024-08-22,2024-08-22,,,,,2024-08-22T22:05:43Z,2024-08-22T22:07:45Z,1,,1,,,WEB,0,0.8562,iPhone Service Issues,0.7033,Call Resolution and Technical Support,0.6744,Courteous and Professional Advisors,0.6447,Thank You Messages,0.4499,Refund and Payment Issues,0.3668
638373312165327906,10000925334,Safari,9220419201901823,2024-08-22T22:27:51.808Z,2024-08-22T22:29:11Z,2024-08-22,2024-08-22,,,,,2024-08-22T22:28:18Z,2024-08-22T22:29:11Z,1,,1,,,WEB,1,0.0329,Thank You Messages,0.4518,Great Customer Experience,0.4213,Courteous and Professional Advisors,0.3770,iPhone Service Issues,0.2287,Negative Feedback,0.2205
638373312165334931,10000337971,Apple ID,9220419201901823,2024-08-22T22:48:14.969Z,2024-08-22T22:50:32Z,2024-08-22,2024-08-22,,,,,2024-08-22T22:48:26Z,2024-08-22T22:50:32Z,1,,,,,WEB,-1,0.0018,Apple Account and ID Issues,0.6680,Positive Feedback on Products,0.4898,Faulty AirPods and Replacements,0.4475,Battery and Charging Issues,0.3881,Phone and Device Authentication,0.3874
638373312165307161,10000264305,iCloud,9220419201901823,2024-08-22T21:36:15.918Z,2024-08-22T23:02:16Z,2024-08-22,2024-08-22,,,,,2024-08-22T23:01:20Z,2024-08-22T23:02:16Z,1,,1,,,WEB,1,0.0787,Thank You Messages,0.7581,Courteous and Professional Advisors,0.6334,iPhone Service Issues,0.4590,Great Customer Experience,0.4018,Negative Feedback,0.3194
638373312165331068,10000330091,Music,9220419201901823,2024-08-22T22:38:09.018Z,2024-08-22T22:43:11Z,2024-08-22,2024-08-22,,,,,2024-08-22T22:40:15Z,2024-08-22T22:43:11Z,1,,1,,,WEB,1,0.0730,iPhone Service Issues,0.5718,Courteous and Professional Advisors,0.5026,Apple Account and ID Issues,0.4529,Refund and Payment Issues,0.4065,Message and Email Notifications,0.3942
638373312165344791,10000968367,Billing & Accounts,9220419201901823,2024-08-22T23:25:06.071Z,2024-08-22T23:33:02Z,2024-08-22,2024-08-22,,,,,2024-08-22T23:25:48Z,2024-08-22T23:33:02Z,1,,1,,,WEB,0,0.6471,Refund and Payment Issues,0.6122,iPhone Service Issues,0.5104,Faulty AirPods and Replacements,0.4259,Thank You Messages,0.4059,iPhone Service Issues,0.3232
638373312164333720,10000175333,iPhone 15,9220419201901823,2024-08-21T03:10:12.328Z,2024-08-22T23:59:45Z,2024-08-21,2024-08-22,,,,,2024-08-22T23:58:13Z,2024-08-22T23:59:45Z,1,,5,,,WEB,0,0.8767,iPhone Service Issues,0.2730,Courteous and Professional Advisors,0.2470,Apple Account and ID Issues,0.2388,Thank You Messages,0.1970,Call Resolution and Technical Support,0.1694
638373312164939341,10000011042,Agreements & Coverage,9220304215329879,2024-08-22T05:16:40Z,2024-08-22T22:55:30Z,2024-08-22,2024-08-22,,,,,2024-08-22T22:53:32Z,2024-08-22T22:55:30Z,1,,1,,,WEB,-1,0.0055,Apple Account and ID Issues,0.7172,iPhone Service Issues,0.5172,Faulty AirPods and Replacements,0.4641,Refund and Payment Issues,0.4572,Battery and Charging Issues,0.4320
638373312165308236,10000162953,iPhone 8 Plus,9220419201901823,2024-08-22T21:42:08.546Z,2024-08-23T00:33:00Z,2024-08-22,2024-08-23,,,,,2024-08-23T00:29:09Z,2024-08-23T00:33:00Z,1,,2,,,WEB,-1,0.0290,Call Resolution and Technical Support,0.4939,Faulty AirPods and Replacements,0.3665,Refund and Payment Issues,0.3499,iPhone Service Issues,0.3391,Shipping and Delivery Problems,0.2859
638373312163064598,10000260100,NON TECHNICAL ISSUE,9220419201901823,2024-08-18T21:56:08.473Z,2024-08-23T02:23:24Z,2024-08-18,2024-08-23,,,,,2024-08-23T02:11:32Z,2024-08-23T02:23:24Z,1,,5,,,WEB,0,0.9713,Negative Feedback,0.7009,iPhone Service Issues,0.5258,Courteous and Professional Advisors,0.4688,Phone and Device Authentication,0.4476,Refund and Payment Issues,0.4469
638373312165327726,10000357072,App Store & Third-party Apps,9220419201901823,2024-08-22T22:27:10.968Z,2024-08-22T22:32:26Z,2024-08-22,2024-08-22,,,,,2024-08-22T22:28:19Z,2024-08-22T22:32:26Z,1,,1,,,WEB,1,0.0236,Courteous and Professional Advisors,0.6859,iPhone Service Issues,0.5473,Thank You Messages,0.4481,Call Resolution and Technical Support,0.3857,Great Customer Experience,0.3443
638373312164822493,10000739263,macOS Sonoma 14,9220419201901823,2024-08-22T01:25:59.944Z,2024-08-22T23:17:36Z,2024-08-22,2024-08-22,,,,,2024-08-22T23:16:30Z,2024-08-22T23:17:36Z,1,,1,,,WEB,1,0.0179,iPhone Service Issues,0.6318,Courteous and Professional Advisors,0.6255,Call Resolution and Technical Support,0.6150,Thank You Messages,0.4300,Refund and Payment Issues,0.3633
638373312165328923,10000199937,Agreements & Coverage,9220419201901823,2024-08-22T22:30:14.01Z,2024-08-22T22:33:24Z,2024-08-22,2024-08-22,,,,,2024-08-22T22:30:44Z,2024-08-22T22:33:24Z,1,,1,,,WEB,-1,0.0045,Phone and Device Authentication,0.7227,Refund and Payment Issues,0.5706,Battery and Charging Issues,0.4404,Faulty AirPods and Replacements,0.4182,iPhone Service Issues,0.3723
638373312165346887,10000693110,App Store & Third-party Apps,9220419201901823,2024-08-22T23:33:24.156Z,2024-08-22T23:36:36Z,2024-08-22,2024-08-22,,,,,2024-08-22T23:33:33Z,2024-08-22T23:36:36Z,1,,1,,,WEB,0,0.8428,iPhone Service Issues,0.6181,Call Resolution and Technical Support,0.6153,Courteous and Professional Advisors,0.5735,Refund and Payment Issues,0.4937,Thank You Messages,0.3785
638373312165037265,10000526355,iPhone 12 Pro,9220419201901823,2024-08-22T09:10:10.909Z,2024-08-22T22:39:56Z,2024-08-22,2024-08-22,,,,,2024-08-22T22:38:02Z,2024-08-22T22:39:56Z,1,,5,,,WEB,-1,0.0048,Negative Feedback,0.3389,Faulty AirPods and Replacements,0.2427,Apple Account and ID Issues,0.1974,iPhone Service Issues,0.1782,Call Resolution and Technical Support,0.1695
638373312165324577,10000762360,"MacBook Air (15-inch, M3, 2024)",9220419201901823,2024-08-22T22:19:17.827Z,2024-08-22T22:20:34Z,2024-08-22,2024-08-22,,,,,2024-08-22T22:19:37Z,2024-08-22T22:20:34Z,1,,,,,WEB,0,0.9323,Thank You Messages,0.5302,Courteous and Professional Advisors,0.4122,iPhone Service Issues,0.3375,Message and Email Notifications,0.2673,Call Resolution and Technical Support,0.2523
638373312164556775,10000200111,NON TECHNICAL ISSUE,9220419201901823,2024-08-21T12:58:34.756Z,2024-08-22T23:55:59Z,2024-08-21,2024-08-22,,,,,2024-08-22T23:55:39Z,2024-08-22T23:55:59Z,1,,1,,,WEB,0,0.7128,Thank You Messages,0.8182,Courteous and Professional Advisors,0.6602,Great Customer Experience,0.5414,iPhone Service Issues,0.4439,Negative Feedback,0.4318
638373312165333125,10000992607,Billing & Accounts,9220419201901823,2024-08-22T22:43:30.061Z,2024-08-22T22:45:30Z,2024-08-22,2024-08-22,,,,,2024-08-22T22:43:52Z,2024-08-22T22:45:30Z,1,,1,,,WEB,1,0.0508,Courteous and Professional Advisors,0.6490,Thank You Messages,0.5364,iPhone Service Issues,0.4927,Call Resolution and Technical Support,0.4125,Great Customer Experience,0.3971
638373312165341967,10000140622,Apple ID,9220419201901823,2024-08-22T23:13:54.182Z,2024-08-22T23:25:37Z,2024-08-22,2024-08-22,,,,,2024-08-22T23:24:22Z,2024-08-22T23:25:37Z,1,,1,,,WEB,0,0.9651,Delays and Wait Times,0.3505,Thank You Messages,0.3168,iPhone Service Issues,0.3056,Negative Feedback,0.2771,Courteous and Professional Advisors,0.2377
638373312165338310,10000721225,NON TECHNICAL ISSUE,9220419201901823,2024-08-22T23:00:22.266Z,2024-08-22T23:08:16Z,2024-08-22,2024-08-22,,,,,2024-08-22T23:01:41Z,2024-08-22T23:08:16Z,1,,1,,,WEB,0,0.9849,iPhone Service Issues,0.5620,Phone and Device Authentication,0.4483,iPhone Service Issues,0.4447,Thank You Messages,0.4249,Thank You Messages,0.2623
638373312165338517,10000247060,Billing & Accounts,9220419201901823,2024-08-22T23:01:00.447Z,2024-08-22T23:02:26Z,2024-08-22,2024-08-22,,,,,2024-08-22T23:01:16Z,2024-08-22T23:02:26Z,1,,1,,,WEB,0,0.8699,Courteous and Professional Advisors,0.6184,Thank You Messages,0.5337,iPhone Service Issues,0.4795,Call Resolution and Technical Support,0.3613,Negative Feedback,0.2799
638373312164243532,10000953948,App Store & Third-party Apps,9220419201901823,2024-08-21T00:06:06.606Z,2024-08-23T00:06:41Z,2024-08-21,2024-08-23,,,,,2024-08-21T00:06:40Z,2024-08-23T00:06:41Z,2,,1,,,WEB,1,0.2344,Courteous and Professional Advisors,0.7876,Thank You Messages,0.6957,iPhone Service Issues,0.5211,Great Customer Experience,0.3952,Call Resolution and Technical Support,0.2777
638373312165319479,10000066807,Billing & Accounts,9220419201901823,2024-08-22T22:10:08.724Z,2024-08-22T22:13:15Z,2024-08-22,2024-08-22,,,,,2024-08-22T22:10:43Z,2024-08-22T22:13:15Z,1,,1,,,WEB,1,0.0361,Thank You Messages,0.7525,Great Customer Experience,0.6849,Courteous and Professional Advisors,0.5255,Negative Feedback,0.4419,Positive Feedback on Products,0.3190
638373312165329801,10000825178,App Store & Third-party Apps,9220419201901823,2024-08-22T22:33:17.239Z,2024-08-22T22:34:30Z,2024-08-22,2024-08-22,,,,,2024-08-22T22:33:33Z,2024-08-22T22:34:30Z,1,,1,,,WEB,0,0.9883,Courteous and Professional Advisors,0.7076,iPhone Service Issues,0.6088,Call Resolution and Technical Support,0.4105,Thank You Messages,0.3883,Great Customer Experience,0.3154
638373312165347151,10000583133,Safari,9220419201901823,2024-08-22T23:34:17.596Z,2024-08-22T23:37:00Z,2024-08-22,2024-08-22,,,,,2024-08-22T23:34:25Z,2024-08-22T23:37:00Z,1,,1,,,WEB,1,0.9421,iPhone Service Issues,0.6486,Courteous and Professional Advisors,0.6307,iPhone Service Issues,0.4335,Message and Email Notifications,0.2981,Thank You Messages,0.2798
638373312161637793,10000578506,iPhone XS Max,9220419201901823,2024-08-16T06:18:06.981Z,2024-08-23T02:16:04Z,2024-08-16,2024-08-23,,,,,2024-08-23T02:10:56Z,2024-08-23T02:16:04Z,1,,1,,,WEB,-1,0.3218,Call Resolution and Technical Support,0.5377,iPhone Service Issues,0.5373,Phone and Device Authentication,0.5220,Refund and Payment Issues,0.4090,Message and Email Notifications,0.3870
638373312165291857,10000578136,iPhone 6s Plus,9220419201901823,2024-08-22T20:28:59.52Z,2024-08-23T00:55:58Z,2024-08-22,2024-08-23,,,,,2024-08-22T20:29:51Z,2024-08-23T00:55:58Z,1,,1,,,WEB,0,0.8277,Apple Account and ID Issues,0.6623,Positive Feedback on Products,0.4221,iPhone Service Issues,0.3452,Faulty AirPods and Replacements,0.2425,Battery and Charging Issues,0.1955
638373312165270712,10000230960,Agreements & Coverage,9220419201901823,2024-08-22T19:30:10.528Z,2024-08-22T22:45:24Z,2024-08-22,2024-08-22,,,,,2024-08-22T22:43:43Z,2024-08-22T22:45:24Z,1,,5,,,WEB,-1,0.0123,Negative Feedback,0.3098,Call Resolution and Technical Support,0.2343,Refund and Payment Issues,0.1788,Faulty AirPods and Replacements,0.1570,Phone and Device Authentication,0.1439
638373312165077085,10000877672,Apple ID,9220419201901823,2024-08-22T11:00:16.305Z,2024-08-22T22:12:27Z,2024-08-22,2024-08-22,,,,,2024-08-22T22:09:48Z,2024-08-22T22:12:27Z,1,,2,,,WEB,-1,0.0068,Phone and Device Authentication,0.6404,Delays and Wait Times,0.5380,Call Resolution and Technical Support,0.5075,iPhone Service Issues,0.4825,Refund and Payment Issues,0.4511
638373312165304554,10000009562,Billing & Accounts,9220419201901823,2024-08-22T21:22:10.263Z,2024-08-22T22:40:28Z,2024-08-22,2024-08-22,,,,,2024-08-22T21:38:46Z,2024-08-22T22:40:28Z,1,,,,,WEB,-1,0.0149,Refund and Payment Issues,0.5022,Call Resolution and Technical Support,0.3450,Shipping and Delivery Problems,0.3282,Phone and Device Authentication,0.2727,iPhone Service Issues,0.2601
638373312165317310,10000334679,macOS Sonoma 14,9220419201901823,2024-08-22T22:01:44.292Z,2024-08-22T22:18:56Z,2024-08-22,2024-08-22,,,,,2024-08-22T22:12:32Z,2024-08-22T22:18:56Z,1,,1,,,WEB,0,0.7001,Apple Account and ID Issues,0.5592,Phone and Device Authentication,0.5084,iPhone Service Issues,0.4879,Faulty AirPods and Replacements,0.4470,Call Resolution and Technical Support,0.3665
638373312165317334,10000163527,App Store & Third-party Apps,9220419201901823,2024-08-22T22:01:50.715Z,2024-08-22T22:07:16Z,2024-08-22,2024-08-22,,,,,2024-08-22T22:02:19Z,2024-08-22T22:07:16Z,1,,3,,,WEB,0,0.9458,Call Resolution and Technical Support,0.6649,iPhone Service Issues,0.5052,Refund and Payment Issues,0.3945,Courteous and Professional Advisors,0.3648,Message and Email Notifications,0.3507
638373312165330977,10000635354,AirPods Pro (2nd generation),9220419201901823,2024-08-22T22:37:47.945Z,2024-08-22T22:39:56Z,2024-08-22,2024-08-22,,,,,2024-08-22T22:38:32Z,2024-08-22T22:39:56Z,1,,1,,,WEB,1,0.0446,Courteous and Professional Advisors,0.7091,iPhone Service Issues,0.6988,Call Resolution and Technical Support,0.6012,Thank You Messages,0.3933,Apple Account and ID Issues,0.3700
638373312165038528,10000090638,iPhone 12 Pro,9220419201901823,2024-08-22T09:14:08.147Z,2024-08-22T22:48:56Z,2024-08-22,2024-08-22,,,,,2024-08-22T22:43:27Z,2024-08-22T22:48:56Z,1,,4,,,WEB,0,0.5360,Faulty AirPods and Replacements,0.2594,Delays and Wait Times,0.2482,Call Resolution and Technical Support,0.2447,Negative Feedback,0.2358,iPhone Service Issues,0.1852
638373312165206303,10000636402,iPad Pro 13-inch (M4) Wi-Fi,9220419201901823,2024-08-22T16:34:02.781Z,2024-08-22T23:03:51Z,2024-08-22,2024-08-22,,,,,2024-08-22T23:01:54Z,2024-08-22T23:03:51Z,1,,2,,,WEB,-1,0.0038,Call Resolution and Technical Support,0.4668,iPhone Service Issues,0.4216,Courteous and Professional Advisors,0.4002,Refund and Payment Issues,0.3151,Phone and Device Authentication,0.2682
638373312164685871,10000362062,Apple ID,9220419201901823,2024-08-21T18:10:05.773Z,2024-08-23T00:18:22Z,2024-08-21,2024-08-23,,,,,2024-08-23T00:16:16Z,2024-08-23T00:18:22Z,1,,5,,,WEB,-1,0.0044,Call Resolution and Technical Support,0.4799,iPhone Service Issues,0.3871,Faulty AirPods and Replacements,0.3299,Phone and Device Authentication,0.2886,Negative Feedback,0.2577
638373312165129276,10000697695,iPhone 11,9220419201901823,2024-08-22T13:24:07.36Z,2024-08-22T22:18:32Z,2024-08-22,2024-08-22,,,,,2024-08-22T22:15:41Z,2024-08-22T22:18:32Z,1,,5,,,WEB,-1,0.3628,Apple Account and ID Issues,0.5128,Phone and Device Authentication,0.4298,Faulty AirPods and Replacements,0.4241,Positive Feedback on Products,0.3981,iPhone Service Issues,0.3441
638373312163788536,10000271382,"MacBook Air (M2, 2022)",9220419201901823,2024-08-20T04:04:08.562Z,2024-08-23T03:34:49Z,2024-08-20,2024-08-23,,,,,2024-08-23T03:33:10Z,2024-08-23T03:34:49Z,1,,1,,,WEB,0,0.5132,Apple Account and ID Issues,0.4541,Positive Feedback on Products,0.3417,iPhone Service Issues,0.3271,Call Resolution and Technical Support,0.3235,Phone and Device Authentication,0.3143
638373312164885363,10000406907,Music,9220419201901823,2024-08-22T02:51:25.871Z,2024-08-23T00:49:17Z,2024-08-22,2024-08-23,,,,,2024-08-23T00:46:34Z,2024-08-23T00:49:17Z,1,,1,,,WEB,0,0.8152,Phone and Device Authentication,0.4685,Negative Feedback,0.2826,iPhone Service Issues,0.2718,Battery and Charging Issues,0.2567,Thank You Messages,0.2368
638373312165270696,10000743914,AirPods Pro (2nd generation),9220419201901823,2024-08-22T19:30:10.53Z,2024-08-23T00:53:16Z,2024-08-22,2024-08-23,,,,,2024-08-22T23:32:29Z,2024-08-23T00:53:16Z,1,,3,,,WEB,1,0.4469,Call Resolution and Technical Support,0.5754,iPhone Service Issues,0.4083,Delays and Wait Times,0.3689,Refund and Payment Issues,0.3106,Message and Email Notifications,0.2852
638373312165317711,10000367446,Agreements & Coverage,9220419201901823,2024-08-22T22:03:24.422Z,2024-08-22T22:07:05Z,2024-08-22,2024-08-22,,,,,2024-08-22T22:03:38Z,2024-08-22T22:07:05Z,1,,1,,,WEB,0,0.9668,Delays and Wait Times,0.5699,iPhone Service Issues,0.5683,Courteous and Professional Advisors,0.3880,Message and Email Notifications,0.3713,Phone and Device Authentication,0.3618
638373312165333612,10000600859,Music,9220419201901823,2024-08-22T22:44:42.242Z,2024-08-22T22:47:32Z,2024-08-22,2024-08-22,,,,,2024-08-22T22:45:07Z,2024-08-22T22:47:32Z,1,,1,,,WEB,1,0.3145,Apple Account and ID Issues,0.8157,iPhone Service Issues,0.5727,Positive Feedback on Products,0.5051,Thank You Messages,0.4801,Courteous and Professional Advisors,0.3711
638373312165335669,10000159561,AirPods Pro (2nd generation),9220419201901823,2024-08-22T22:50:07.756Z,2024-08-22T23:56:08Z,2024-08-22,2024-08-22,,,,,2024-08-22T23:54:03Z,2024-08-22T23:56:08Z,1,,5,,,WEB,-1,0.0062,Call Resolution and Technical Support,0.5319,iPhone Service Issues,0.3916,Phone and Device Authentication,0.3756,Negative Feedback,0.2847,Refund and Payment Issues,0.2750
638373312165344842,10000053278,App Store & Third-party Apps,9220419201901823,2024-08-22T23:25:14.461Z,2024-08-22T23:28:31Z,2024-08-22,2024-08-22,,,,,2024-08-22T23:25:58Z,2024-08-22T23:28:31Z,1,,1,,,WEB,0,0.5976,Phone and Device Authentication,0.5775,iPhone Service Issues,0.4462,Delays and Wait Times,0.4034,Battery and Charging Issues,0.3584,Apple Account and ID Issues,0.3170
638373312165324918,10000693421,iCloud,9220419201901823,2024-08-22T22:20:15.002Z,2024-08-22T23:31:52Z,2024-08-22,2024-08-22,,,,,2024-08-22T23:27:30Z,2024-08-22T23:31:52Z,1,,1,,,WEB,0,0.5333,iPhone Service Issues,0.5796,Courteous and Professional Advisors,0.5773,Call Resolution and Technical Support,0.5117,Refund and Payment Issues,0.3016,Apple Account and ID Issues,0.2938
